path,kind,loc,last_commit_date,last_commit_subject,classification,confidence,inbound_refs_count,inbound_refs,outbound_refs,breaks_if_deleted,notes
SimulationScripts/heavyflavourcorrelations_status.cpp,cpp-source,1726,2026-08-01,"Four tunes: add JUNCTIONS_MATCHED, drop the other variants",ACTIVE,high,6,SimulationScripts/Makefile:73; SimulationScripts/pythiasettings_Hard_Low_ccbb_CLOSEPACKING.cmnd:1; SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS.cmnd:1; SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS_MATCHED.cmnd:1; SimulationScripts/pythiasettings_Hard_Low_ccbb_MONASH.cmnd:1; tests/test_raw_v5_resource_contract.py:8; README.md:153(doc); REPOSITORY_FILE_CATALOG.md:613(doc) (+22 more),SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/GeneratedTuneSettingRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,The producer. Nothing produces data. Immediate.,Handoff key-file table.
SimulationScripts/pythiasettings_Hard_Low_bb.cmnd,pythia-card,76,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,SimulationScripts/bbbarcorrelations_status.cpp:4; SimulationScripts/bbbarcorrelations_status.cpp:146; SimulationScripts/qqbarcorrelations_status.cpp:168; REPOSITORY_FILE_CATALOG.md:626(doc); RootFiles/OlderProductions/DpDmBpBm_Comparison_RootFiles/DESCRIPTIONS.txt:11(doc),SimulationScripts/bbbarcorrelations_status.cpp,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/pythiasettings_Hard_Low_bb_JUNCTIONS.cmnd,pythia-card,95,2026-02-24,Updated strucutre and comments,UNSURE,medium,2,SimulationScripts/bbbarcorrelations_status_JUNCTIONS.cpp:4; SimulationScripts/bbbarcorrelations_status_JUNCTIONS.cpp:145; REPOSITORY_FILE_CATALOG.md:627(doc),SimulationScripts/bbbarcorrelations_status.cpp,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/pythiasettings_Hard_Low_cc.cmnd,pythia-card,105,2026-02-24,Updated strucutre and comments,UNSURE,medium,2,SimulationScripts/ccbarcorrelations_status.cpp:4; SimulationScripts/ccbarcorrelations_status.cpp:145; REPOSITORY_FILE_CATALOG.md:628(doc); RootFiles/OlderProductions/DpDmBpBm_Comparison_RootFiles/DESCRIPTIONS.txt:14(doc),SimulationScripts/ccbarcorrelations_status.cpp,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/pythiasettings_Hard_Low_cc_JUNCTIONS.cmnd,pythia-card,127,2026-02-24,Updated strucutre and comments,UNSURE,medium,2,SimulationScripts/ccbarcorrelations_status_JUNCTIONS.cpp:4; SimulationScripts/ccbarcorrelations_status_JUNCTIONS.cpp:145; REPOSITORY_FILE_CATALOG.md:629(doc),SimulationScripts/ccbarcorrelations_status.cpp,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/pythiasettings_Hard_Low_ccbb_CLOSEPACKING.cmnd,pythia-card,90,2026-08-03,"Correct the pTHat cost claim: trigger yield rises, it does not fall",ACTIVE,high,1,Validation/TestPrimaryChargedDefinition.C:42; REPOSITORY_FILE_CATALOG.md:630(doc); SimulationScripts/Simulation_README.md:175(doc),SimulationScripts/heavyflavourcorrelations_status.cpp; ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,runCondorJob.sh:90 constructs the card name from the tune. Immediate.,The three campaign tunes.
SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS.cmnd,pythia-card,74,2026-08-03,"Correct the pTHat cost claim: trigger yield rises, it does not fall",ACTIVE,high,1,Validation/TestPrimaryChargedDefinition.C:40; REPOSITORY_FILE_CATALOG.md:631(doc); SimulationScripts/Simulation_README.md:174(doc),SimulationScripts/heavyflavourcorrelations_status.cpp; ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,runCondorJob.sh:90 constructs the card name from the tune. Immediate.,The three campaign tunes.
SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS_MATCHED.cmnd,pythia-card,93,2026-08-03,"Correct the pTHat cost claim: trigger yield rises, it does not fall",ACTIVE-DORMANT,high,0,,SimulationScripts/heavyflavourcorrelations_status.cpp; ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,"make cards (validate_tune_cards.py:58 MATCHED_TUNE), make cards-current (apply_card_config.py:107 glob), tests/test_submit_rendering.py:33. make check fails.",ZERO literal basename references anywhere - reached only by glob and f-string. The exact naive-scan trap. Handoff key decision: exists but is NOT run.
SimulationScripts/pythiasettings_Hard_Low_ccbb_MONASH.cmnd,pythia-card,53,2026-08-03,"Correct the pTHat cost claim: trigger yield rises, it does not fall",ACTIVE,high,1,Validation/TestPrimaryChargedDefinition.C:38; REPOSITORY_FILE_CATALOG.md:632(doc); SimulationScripts/Simulation_README.md:173(doc); docs/NIKHEF_BRINGUP.md:74(doc),SimulationScripts/heavyflavourcorrelations_status.cpp; ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,runCondorJob.sh:90 constructs the card name from the tune. Immediate.,The three campaign tunes.
SimulationScripts/pythiasettings_Hard_Low_qq.cmnd,pythia-card,126,2026-02-24,Updated strucutre and comments,UNSURE,medium,2,SimulationScripts/qqbarcorrelations_status.cpp:2; SimulationScripts/qqbarcorrelations_status.cpp:170; REPOSITORY_FILE_CATALOG.md:633(doc),SimulationScripts/bbbarcorrelations_status.cpp,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/pythiasettings_Hard_Low_qq_JUNCTIONS.cmnd,pythia-card,148,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:634(doc),,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/qqbarcorrelations_status.cpp,cpp-source,325,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:633(doc); REPOSITORY_FILE_CATALOG.md:635(doc); SimulationScripts/Simulation_README.md:354(doc),SimulationScripts/pythiasettings_Hard_Low_bb.cmnd; SimulationScripts/pythiasettings_Hard_Low_qq.cmnd,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/run_hf.sh,shell,26,2026-05-14,Add Close Packing HF tune pipeline,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:636(doc); SimulationScripts/Simulation_README.md:356(doc),,Nothing today. qqbarcorrelations_status.cpp is not even in SimulationScripts/Makefile.,"Pre-campaign split-channel stack. docs/WORKSPACE.md:120 still names Batching_MONASH.sh, so a live SUPPORT doc references it (criterion 4 not cleanly met). Blocked on: same question as the split producers."
SimulationScripts/test_bb,other,,2026-02-24,Updated strucutre and comments,STALE,high,0,REPOSITORY_FILE_CATALOG.md:637(doc),,Nothing.,`file` reports 'ROOT file Version 63001' - 21 KB one-off ROOT data outputs committed without an extension. Last change e2d18da7c 2026-02-24.
SimulationScripts/test_cc,other,,2026-02-24,Updated strucutre and comments,STALE,high,0,REPOSITORY_FILE_CATALOG.md:638(doc),,Nothing.,`file` reports 'ROOT file Version 63001' - 21 KB one-off ROOT data outputs committed without an extension. Last change e2d18da7c 2026-02-24.
Validation/AuditOriginResolution.C,other,1148,2026-07-30,Redefine event activity as a real charged-particle multiplicity,ACTIVE-DORMANT,high,5,tests/test_final_origin_closure.py:189; tools/final_origin_closure.py:5; tools/final_origin_closure.py:109; tools/final_origin_closure.py:661; tools/statistical_robustness.py:1050; AnalysisScripts/Analysis_README.md:66(doc); REPOSITORY_FILE_CATALOG.md:639(doc); docs/DESIGN_AND_RATIONALE.md:123(doc) (+1 more),AnalysisScripts/GeneratedPairRegistry.h; SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,"tools/final_origin_closure.py:109,661; statistical_robustness.py:1050; tests/test_final_origin_closure.py:189 fails. Test failure.",
Validation/AuditSpeciesRegistry.C,other,116,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE,high,1,tests/test_pdg_species_audit.py:230; REPOSITORY_FILE_CATALOG.md:640(doc); SimulationScripts/Simulation_README.md:88(doc); ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md:107(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:251(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:397(doc),SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/HeavyFlavourUtils.h,tests/test_pdg_species_audit.py:230 fails -> make check fails. Test failure.,
Validation/AuditTuneSettings.C,other,302,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE-DORMANT,high,0,REPOSITORY_FILE_CATALOG.md:641(doc); docs/NIKHEF_BRINGUP.md:45(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:252(doc),SimulationScripts/GeneratedTuneSettingRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,The CLOSEPACKING/Monash-defaults question stays unresolved.,Handoff next-step 7 command. Never a deletion candidate.
Validation/CalibrateMultiplicityAgainstMinBias.C,other,173,2026-07-31,Draft the flavour-closure figure and make pTHatMin a scan parameter,ACTIVE-DORMANT,medium,0,ValidationReports/NCH_CALIBRATION_20260730.md:3(doc); ValidationReports/NCH_CALIBRATION_PYTHIA8317_20260801.md:26(doc); ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md:14(doc); ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md:96(doc); ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md:98(doc); docs/DESIGN_AND_RATIONALE.md:161(doc); docs/NIKHEF_BRINGUP.md:58(doc),SimulationScripts/HeavyFlavourUtils.h,The N_ch calibration cannot be reproduced. Nothing breaks now.,"Zero code inbound, but named in docs/NIKHEF_BRINGUP.md:58, DESIGN_AND_RATIONALE.md:161 and 3 ValidationReports as the tool that produced published numbers."
Validation/ListUnresolvedOrigins.C,other,333,2026-07-30,Redefine event activity as a real charged-particle multiplicity,ACTIVE-DORMANT,medium,0,REPOSITORY_FILE_CATALOG.md:642(doc); docs/DESIGN_AND_RATIONALE.md:124(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:252(doc),AnalysisScripts/GeneratedPairRegistry.h; SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,Nothing now; the kUnresolved diagnostic loses its enumerator.,docs/DESIGN_AND_RATIONALE.md:124 names it as the design's diagnostic.
Validation/MeasureUnresolvedSystematic.C,other,103,2026-08-03,Add the kUnresolved systematic measurement,ACTIVE-DORMANT,high,0,README.md:125(doc); REPRODUCIBILITY.md:114(doc),,The kUnresolved systematic cannot be re-measured at pTHat 2.0.,Handoff key-file table AND next-step 6 command. Never a deletion candidate.
Validation/PTHatSensitivity.C,other,972,2026-07-30,Redefine event activity as a real charged-particle multiplicity,ACTIVE-DORMANT,medium,1,tools/evaluate_pthat_sensitivity.py:1740; docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:253(doc),AnalysisScripts/GeneratedPairRegistry.h; SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/GeneratedTuneSettingRegistry.h; SimulationScripts/HeavyFlavourUtils.h,tools/evaluate_pthat_sensitivity.py:1740. Runtime error when that tool is run.,Only consumer is the deliberately-parked pTHat tool.
Validation/TestAnalysisRawInputContract.C,other,215,2026-07-31,Exclude review-blocked species from central results,SUPPORT,medium,1,tests/test_analysis_raw_input_contract.py:53; docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:253(doc),AnalysisScripts/status_analysis_THnSparse_qq.C,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/TestHardCarrierUniqueness.C,other,254,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",SUPPORT,medium,0,REPOSITORY_FILE_CATALOG.md:643(doc); docs/DESIGN_AND_RATIONALE.md:139(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:254(doc),SimulationScripts/HeavyFlavourUtils.h,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/TestInclusiveRawKinematics.C,other,291,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",SUPPORT,medium,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:255(doc),PlottingScripts/Plot_InclusiveKinematicSpectra_Raw.C,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/TestPlotProjectionCuts.C,other,380,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",SUPPORT,medium,0,PlottingScripts/README.md:161(doc); REPOSITORY_FILE_CATALOG.md:644(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:256(doc); plotting_documentation.md:207(doc),PlottingScripts/configuration_multiplicity_reduced_JUNCTIONS_THnSparse.json; PlottingScripts/configuration_multiplicity_reduced_JUNCTIONS_THnSparse_complete_root.json; PlottingScripts/improvedPlotting_THnSparse.C,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/TestPlotReferenceMultiplicityContracts.C,other,616,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",SUPPORT,medium,1,tests/test_plot_reference_multiplicity_contract.py:289; docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:257(doc),PlottingScripts/improvedPlotting_THnSparse.C,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/TestPrimaryChargedDefinition.C,other,198,2026-07-30,Redefine event activity as a real charged-particle multiplicity,SUPPORT,medium,2,SimulationScripts/HeavyFlavourUtils.h:492; Validation/ValidateRawOutput.C:1373; PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1020(doc); SimulationScripts/Simulation_README.md:299(doc); ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md:86(doc); docs/DESIGN_AND_RATIONALE.md:193(doc),SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/pythiasettings_Hard_Low_ccbb_CLOSEPACKING.cmnd; SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS.cmnd; SimulationScripts/pythiasettings_Hard_Low_ccbb_MONASH.cmnd,A ROOT-level contract audit is lost. No build/test break (make test runs only tests/*.py).,ROOT-compiled audits; several include live headers so they also act as compile canaries.
Validation/ValidateCanonicalRawManifest.C,other,293,2026-08-03,Complete the canonical manifest contract; drop its dead requirements,ACTIVE,high,4,Validation/validate_canonical_manifest.sh:58; tools/build_canonical_manifest.py:34; tools/build_canonical_manifest.py:101; tools/campaign.py:44; REPOSITORY_FILE_CATALOG.md:645(doc); REPOSITORY_FILE_CATALOG.md:647(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:235(doc),Validation/ValidateRawOutput.C,submit_status_analysis.sh:35. Immediate.,"kFirstStageSlots=100 hardcoded shape, per handoff."
Validation/ValidateGateDPilotAnalysis.C,other,694,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",LEGACY,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:236(doc),AnalysisScripts/AssociateOriginCategoryContract.h; AnalysisScripts/GeneratedPairRegistry.h,Nothing. Zero code inbound.,"Gate-D pilot validator from the deleted gate/provenance layer. Only mention is in docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:236, itself a gate-era audit. Last change 5140f813c 2026-07-30, pre-gate-deletion epoch."
Validation/ValidatePairBlockClosure.C,other,532,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE-DORMANT,high,3,Validation/validate_pair_block_closure.sh:38; tests/test_pair_block_closure.py:15; tests/test_pair_block_closure.py:42; docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:237(doc),AnalysisScripts/AssociateOriginCategoryContract.h; AnalysisScripts/GeneratedPairRegistry.h,merge_root_files.sh:205 closure gate. Immediate on first merge.,Also tests/test_pair_block_closure.py:42.
Validation/ValidatePairDirectory.C,other,917,2026-08-03,Accept the flavour-closure objects in pair-directory validation,ACTIVE,high,2,Validation/validate_pair_directory.sh:30; tests/test_pair_trigger_identity.py:25; REPOSITORY_FILE_CATALOG.md:646(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:238(doc),AnalysisScripts/AssociateOriginCategoryContract.h; AnalysisScripts/GeneratedPairRegistry.h; AnalysisScripts/status_analysis_THnSparse_qq.C; SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/GeneratedTuneSettingRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,"run_status_analysis.sh:20; merge_root_files.sh:96,167,172; validate_analysis_outputs.py:233.",validate_pair_directory.sh:35-38 hardcodes the 300-file campaign shape.
Validation/ValidateRawOutput.C,other,2347,2026-08-03,Validate the pinned PYTHIA version instead of hardcoding 8.315,ACTIVE,high,6,Validation/ValidateCanonicalRawManifest.C:1; Validation/validate_raw_output.sh:31; runCondorJob.sh:313; tests/test_raw_v5_resource_contract.py:10; tests/test_validate_raw_output_strict_compile.py:13; tests/test_validate_raw_output_strict_compile.py:70; README.md:92(doc); REPOSITORY_FILE_CATALOG.md:647(doc) (+3 more),AnalysisScripts/GeneratedPairRegistry.h; SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/GeneratedTuneSettingRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h; Validation/TestPrimaryChargedDefinition.C; config/dependencies.conf; setupEnv.sh,"Every production job: runCondorJob.sh:132,288,313. Immediate.",Handoff key-file table.
Validation/validate_canonical_manifest.sh,shell,79,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,ACTIVE,high,1,submit_status_analysis.sh:35; REPOSITORY_FILE_CATALOG.md:645(doc); REPOSITORY_FILE_CATALOG.md:648(doc); REPOSITORY_FILE_CATALOG.md:688(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:239(doc),Validation/ValidateCanonicalRawManifest.C; setupEnv.sh,submit_status_analysis.sh:35. Immediate.,"kFirstStageSlots=100 hardcoded shape, per handoff."
Validation/validate_pair_block_closure.sh,shell,49,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE-DORMANT,high,3,merge_root_files.sh:205; tests/test_pair_block_closure.py:16; tests/test_pair_block_closure.py:30; PlottingScripts/README.md:391(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:240(doc),Validation/ValidatePairBlockClosure.C; setupEnv.sh,merge_root_files.sh:205 closure gate. Immediate on first merge.,Also tests/test_pair_block_closure.py:42.
Validation/validate_pair_directory.sh,shell,44,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE,high,5,merge_root_files.sh:96; merge_root_files.sh:167; merge_root_files.sh:172; run_status_analysis.sh:20; tools/validate_analysis_outputs.py:233; REPOSITORY_FILE_CATALOG.md:646(doc); REPOSITORY_FILE_CATALOG.md:649(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:241(doc),Validation/ValidatePairDirectory.C; setupEnv.sh,"run_status_analysis.sh:20; merge_root_files.sh:96,167,172; validate_analysis_outputs.py:233.",validate_pair_directory.sh:35-38 hardcodes the 300-file campaign shape.
Validation/validate_raw_output.sh,shell,46,2026-07-30,"Validation: pTHat sensitivity, pair-block closure, raw/plot contracts",ACTIVE,high,1,runCondorJob.sh:132; REPOSITORY_FILE_CATALOG.md:647(doc); REPOSITORY_FILE_CATALOG.md:650(doc); SimulationScripts/Simulation_README.md:336(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:242(doc),Validation/ValidateRawOutput.C; setupEnv.sh,"Every production job: runCondorJob.sh:132,288,313. Immediate.",Handoff key-file table.
ValidationReports/NCH_CALIBRATION_20260730.md,markdown,34,2026-07-30,Calibrate N_ch against a published minimum-bias reference,SUPPORT,high,0,ValidationReports/NCH_CALIBRATION_PYTHIA8317_20260801.md:4(doc); ValidationReports/NCH_CALIBRATION_PYTHIA8317_20260801.md:68(doc); ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md:4(doc),,Nothing. These are measurement records.,Evidence for published numbers; dependencies.conf:25 cites the junction-hang report.
ValidationReports/NCH_CALIBRATION_PYTHIA8317_20260801.md,markdown,73,2026-08-01,docs: add 8.317 N_ch calibration and junction-hang analysis reports,SUPPORT,high,0,,,Nothing. These are measurement records.,Evidence for published numbers; dependencies.conf:25 cites the junction-hang report.
ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md,markdown,427,2026-07-30,Redefine event activity as a real charged-particle multiplicity,SUPPORT,high,0,PlottingScripts/validation/FINAL_PLOTTING_HANDOFF.md:11(doc); REPOSITORY_FILE_CATALOG.md:642(doc); REPOSITORY_FILE_CATALOG.md:651(doc); REPOSITORY_FILE_CATALOG.md:690(doc); REPOSITORY_FILE_CATALOG.md:697(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:258(doc),,Nothing. These are measurement records.,Evidence for published numbers; dependencies.conf:25 cites the junction-hang report.
ValidationReports/PTHAT_MULTIPLICITY_SCAN_8317.md,markdown,160,2026-08-03,"Correct the pTHat cost claim: trigger yield rises, it does not fall",SUPPORT,high,4,SimulationScripts/pythiasettings_Hard_Low_ccbb_CLOSEPACKING.cmnd:83; SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS.cmnd:67; SimulationScripts/pythiasettings_Hard_Low_ccbb_JUNCTIONS_MATCHED.cmnd:86; SimulationScripts/pythiasettings_Hard_Low_ccbb_MONASH.cmnd:46; REPRODUCIBILITY.md:25(doc),,Nothing. These are measurement records.,Evidence for published numbers; dependencies.conf:25 cites the junction-hang report.
ValidationReports/PYTHIA_JUNCTION_HANG_20260731.md,markdown,297,2026-08-01,docs: add 8.317 N_ch calibration and junction-hang analysis reports,SUPPORT,high,1,config/dependencies.conf:25; docs/DESIGN_AND_RATIONALE.md:308(doc),,Nothing. These are measurement records.,Evidence for published numbers; dependencies.conf:25 cites the junction-hang report.
config/dataset_selector.json,json,24,2026-07-30,"Config: PDG-2025 species reference, pTHat and robustness contracts",ACTIVE,high,5,PlottingScripts/run_paper_plots.sh:45; PlottingScripts/run_paper_plots.sh:125; docs/templates/PUBLICATION_DATASET_AUTHORIZATION.template.json:2; tests/test_dataset_selector.py:11; tools/dataset_selector.py:131; PlottingScripts/PAPER_FIGURE_PROVENANCE.md:24(doc); PlottingScripts/README.md:76(doc); REPOSITORY_FILE_CATALOG.md:652(doc) (+2 more),,run_paper_plots.sh:125 default selector; tests/test_dataset_selector.py. Immediate.,
config/dependencies.conf,config,69,2026-08-01,"env: migrate to stock PYTHIA 8.317, add rpath, extract dependency config",ACTIVE,high,10,Validation/ValidateRawOutput.C:553; setupEnv.sh:4; setupEnv.sh:43; tools/campaign.py:153; tools/campaign.py:166; tools/doctor.sh:5; tools/doctor.sh:27; tools/doctor.sh:28 (+7 more),ValidationReports/PYTHIA_JUNCTION_HANG_20260731.md; setupEnv.sh,setupEnv.sh and doctor.sh resolve nothing. Immediate.,Handoff key-file table.
config/dependencies.local.conf.example,config-example,35,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,ACTIVE,medium,2,Makefile:105; setupEnv.sh:7; docs/DESIGN_AND_RATIONALE.md:329(doc),,make setup (Makefile:105) fails. Immediate.,Template for the untracked local conf.
config/heavy_flavour_pair_registry_v1.json,json,4208,2026-07-31,Exclude review-blocked species from central results,ACTIVE,high,5,config/pthat_sensitivity_v1.json:128; config/statistical_robustness_v1.json:31; tests/test_plot_reference_multiplicity_contract.py:19; tests/test_registry.py:21; tools/generate_registry_artifacts.py:324; REPOSITORY_FILE_CATALOG.md:653(doc); SimulationScripts/Simulation_README.md:49(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:265(doc),,make registry; generate_registry_artifacts.py inputs. Immediate.,Signed registries feeding the generated headers.
config/heavy_flavour_species_v1.json,json,613,2026-07-31,Exclude review-blocked species from central results,ACTIVE,high,9,SimulationScripts/GeneratedHeavyFlavourRegistry.h:23; config/pair_registry_definition_v1.json:3; config/pthat_sensitivity_v1.json:131; tests/test_pdg_species_audit.py:16; tests/test_registry.py:20; tools/generate_registry_artifacts.py:184; tools/generate_registry_artifacts.py:321; tools/pdg_2025_species_audit.py:35 (+9 more),,make registry; generate_registry_artifacts.py inputs. Immediate.,Signed registries feeding the generated headers.
config/pair_registry_definition_v1.json,json,86,2026-07-30,Implement publication-grade production and analysis contracts,ACTIVE,high,2,tests/test_registry.py:24; tools/generate_registry_artifacts.py:322; REPOSITORY_FILE_CATALOG.md:654(doc); REPOSITORY_FILE_CATALOG.md:655(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:267(doc),config/heavy_flavour_species_v1.json,make registry; generate_registry_artifacts.py inputs. Immediate.,Signed registries feeding the generated headers.
